序号,汉字,拼音
4806,嘣,beng
4807,钹,bo
4808,衩,cha
4809,婵,chan
4810,孱,chan
4811,蹿,cuan
4812,鲷,diao
4813,萼,e
4814,椁,guo
4815,浣,huan
4816,镓,jia
4817,遽,ju
4818,赉,lai
4819,趔,lie
4820,蕲,qi
4821,剜,wan
4822,邂,xie
4823,仡,yi
4824,氤,yin
4825,獐,zhang
4826,幛,zhang
4827,俾,bi
4828,铋,bi
4829,嗔,chen
4830,茌,chi
4831,氡,dong
4832,诂,gu
4833,豢,huan
4834,桧,gui
4835,畿,ji
4836,倥,kong
4837,捋,lv
4838,仞,ren
4839,忒,tui
4840,疃,tuan
4841,浯,wu
4842,蜈,wu
4843,榛,zhen
4844,偬,zong
4845,稗,bai
4846,菖,chang
4847,鲳,chang
4848,厝,cuo
4849,踮,dian
4850,叼,diao
4851,痱,fei
4852,貉,mo
4853,玑,ji
4854,婕,jie
4855,琚,ju
4856,疴,ke
4857,掳,lu
4858,钤,qian
4859,垧,shang
4860,氵,san
4861,黠,xia
4862,跹,xian
4863,怏,yang
4864,揄,yu
4865,氲,yun
4866,铡,zha
4867,濯,zhuo
4868,芾,fei
4869,笈,ji
4870,崆,kong
4871,钕,nv
4872,菽,shu
4873,隼,sun
4874,傥,tang
4875,仝,tong
4876,囗,wei
4877,芗,xiang
4878,埙,xun
4879,簪,zan
4880,暧,ai
4881,桉,an
4882,镝,di
4883,蚪,dou
4884,蜉,fu
4885,藁,gao
4886,笳,jia
4887,菅,jian
4888,龃,ju
4889,喹,kui
4890,橹,lu
4891,抿,min
4892,啮,nie
4893,蹑,nie
4894,逖,ti
4895,唔,en
4896,樨,xi
4897,巽,xun
4898,揶,ye
4899,黟,yi
4900,訾,zi
4901,钣,ban
4902,嵯,cuo
4903,凼,dang
4904,恫,dong
4905,掇,duo
4906,剁,duo
4907,珙,gong
4908,沆,hang
4909,噱,jue
4910,揆,kui
4911,耒,lei
4912,铌,ni
4913,泅,qiu
4914,疝,shan
4915,葳,wei
4916,隗,wei
4917,滟,yan
4918,龉,yu
4919,钺,yue
4920,殒,yun
4921,蒡,bang
4922,觇,chan
4923,黜,chu
4924,澹,dan
4925,酊,ding
4926,垡,fa
4927,奂,huan
4928,珈,jia
4929,濑,lai
4930,馕,nang
4931,馊,sou
4932,嚏,ti
4933,痿,wei
4934,岘,xian
4935,氩,ya
4936,茱,zhu
4937,滓,zi
4938,焯,chao
4939,抻,chen
4940,豉,chi
4941,敕,chi
4942,掸,dan
4943,碲,di
4944,靛,dian
4945,摁,en
4946,淝,fei
4947,鳏,guan
4948,盥,guan
4949,皈,gui
4950,鲑,gui
4951,颢,hao
4952,犄,ji
4953,翦,jian
4954,铰,jiao
4955,椐,ju
4956,胯,kua
4957,屺,qi
4958,邛,qiong
4959,庹,tuo
4960,猬,wei
4961,蓊,weng
4962,骛,wu
4963,浠,xi
4964,桠,ya
4965,胤,yin
4966,鸩,zhen
4967,痣,zhi
4968,蛭,zhi
4969,噌,ceng
4970,杵,chu
4971,啜,chuo
4972,靼,da
4973,啶,ding
4974,煅,duan
4975,枋,fang
4976,觥,gong
4977,毂,gu
4978,刽,gui
4979,蝈,guo
4980,蘅,heng
4981,芨,ji
4982,戬,jian
4983,醮,jiao
4984,疖,jie
4985,忾,kai
4986,骷,ku
4987,洌,lie
4988,呤,ling
4989,荦,luo
4990,觞,shang
4991,谡,su
4992,瀣,xie
4993,蝣,you
4994,糌,zan
4995,倬,zhuo
4996,碚,bei
4997,蹙,cu
4998,痘,dou
4999,砘,dun
5000,绀,gan
5001,虢,guo
5002,蕻,hong
5003,肓,huang
5004,蛔,hui
5005,唧,ji
5006,桀,jie
5007,蝌,ke
5008,侩,kuai
5009,棂,ling
5010,樯,qiang
5011,挈,qie
5012,轫,ren
5013,巳,si
5014,崧,song
5015,蓑,suo
5016,藓,xian
5017,鳕,xue
5018,瑗,yuan
5019,帙,zhi
5020,馔,zhuan
5021,豺,chai
5022,痤,cuo
5023,郇,xun
5024,殓,lian
5025,髅,lou
5026,轳,lu
5027,逯,lu
5028,嗫,nie
5029,戕,qiang
5030,嚅,ru
5031,蛳,si
5032,琊,ya
5033,嘤,ying
5034,疣,you
5035,蚱,zha
5036,钯,ba
5037,钿,dian
5038,碇,ding
5039,咣,guang
5040,毽,jian
5041,迳,jing
5042,喱,li
5043,逦,li
5044,廪,lin
5045,邙,mang
5046,囡,nan
5047,匏,pao
5048,扦,qian
5049,亻,dan
5050,咝,si
5051,凇,song
5052,纨,wan
5053,涠,wei
5054,庠,xiang
5055,溆,xu
5056,醺,xun
5057,炀,yang
5058,烊,yang
5059,肄,yi
5060,龈,yin
5061,谀,yu
5062,锱,zi
5063,瘢,ban
5064,枞,cong
5065,皴,cun
5066,贰,er
5067,晷,gui
5068,闳,hong
5069,斛,hu
5070,屐,ji
5071,讦,jie
5072,婧,jing
5073,苣,ju
5074,蔻,kou
5075,绺,liu
5076,渌,lu
5077,瑁,mao
5078,螟,ming
5079,叵,po
5080,颀,qi
5081,穑,se
5082,膻,shan
5083,羧,suo
5084,螳,tang
5085,绦,tao
5086,誊,teng
5087,蜥,xi
5088,楦,xuan
5089,恂,xun
5090,靥,ye
5091,咿,yi
5092,翳,yi
5093,瓒,zan
5094,枳,zhi
5095,啭,zhuan
5096,樽,zun
5097,嫒,ai
5098,婊,biao
5099,搽,cha
5100,铒,er
5101,跗,fu
5102,凫,fu
5103,菡,han
5104,篁,huang
5105,髻,ji
5106,裾,ju
5107,栲,kao
5108,癞,lai
5109,蓼,liao
5110,氖,nai
5111,孬,nao
5112,喏,nuo
5113,砒,pi
5114,姘,pin
5115,衽,ren
5116,缛,ru
5117,嵬,wei
5118,挹,yi
5119,缢,yi
5120,慵,yong
5121,呦,you
5122,箸,zhu
5123,蹩,bie
5124,槎,cha
5125,榇,chen
5126,舂,chong
5127,嗲,dia
5128,胴,dong
5129,谔,e
5130,岢,ke
5131,圹,kuang
5132,娌,li
5133,潋,lian
5134,蛉,ling
5135,酃,ling
5136,鲵,ni
5137,鲇,nian
5138,娉,ping
5139,亓,qi
5140,碛,qi
5141,芊,qian
5142,忪,song
5143,谇,sui
5144,笤,tiao
5145,韪,wei
5146,勰,xie
5147,呓,yi
5148,俣,yu
5149,圜,huan
5150,愠,yun
5151,仄,ze
5152,炷,zhu
5153,毖,bi
5154,筚,bi
5155,伧,cang
5156,棰,chui
5157,磴,deng
5158,滏,fu
5159,篙,gao
5160,肱,gong
5161,笕,jian
5162,堇,jin
5163,馑,jin
5164,荩,jin
5165,榘,ju
5166,哐,kuang
5167,傀,gui
5168,崃,lai
5169,罱,lan
5170,痨,lao
5171,儡,lei
5172,鹂,li
5173,檩,lin
5174,垴,nao
5175,仵,wu
5176,檄,xi
5177,芎,xiong
5178,阉,yan
5179,刈,yi
5180,壅,yong
5181,馀,yu
5182,庾,yu
5183,妯,zhou
5184,躅,zhu
5185,獒,ao
5186,阊,chang
5187,笞,chi
5188,饬,chi
5189,钏,chuan
5190,硐,dong
5191,椴,duan
5192,泔,gan
5193,硌,ge
5194,鹘,gu
5195,鳇,huang
5196,豇,jiang
5197,狙,ju
5198,戡,kan
5199,莨,lang
5200,啉,lin
5201,辇,nian
5202,臬,nie
5203,殇,shang
5204,舐,shi
5205,黍,shu
5206,薮,sou
5207,眭,sui
5208,佻,tiao
5209,嗵,tong
5210,煨,wei
5211,莴,wo
5212,蚴,you
5213,妤,yu
5214,瘐,yu
5215,擢,zhuo
5216,蛏,cheng
5217,蹰,chu
5218,龊,chuo
5219,辏,cou
5220,绐,dai
5221,氘,dao
5222,骶,di
5223,莪,e
5224,珐,fa
5225,缟,gao
5226,聒,guo
5227,讧,hong
5228,岬,jia
5229,胛,jia
5230,桷,jue
5231,谰,lan
5232,戾,li
5233,撸,lu
5234,鸬,lu
5235,雒,luo
5236,嘧,mi
5237,囔,nang
5238,铍,pi
5239,骈,pian
5240,掊,pou
5241,茕,qiong
5242,噻,sai
5243,铯,se
5244,柁,tuo
5245,艉,wei
5246,龌,wo
5247,硖,xia
5248,罅,xia
5249,魇,yan
5250,酽,yan
5251,咦,yi
5252,嶷,yi
5253,羿,yi
5254,轸,zhen
5255,趵,bo
5256,荸,bi
5257,薜,bi
5258,踟,chi
5259,玳,dai
5260,啖,dan
5261,蔸,dou
5262,槁,gao
5263,鲛,jiao
5264,疥,jie
5265,砬,la
5266,唳,li
5267,弭,mi
5268,曩,nang
5269,黏,nian
5270,镊,nie
5271,泮,pan
5272,霈,pei
5273,淠,pi
5274,柒,qi
5275,颧,quan
5276,瘙,sao
5277,痧,sha
5278,辋,wang
5279,郄,qie
5280,燹,xian
5281,泫,xuan
5282,郾,yan
5283,鹞,yao
5284,钇,yi
5285,殪,yi
5286,痈,yong
5287,甑,zeng
5288,踯,zhi
5289,翥,zhu
5290,婢,bi
5291,檗,bo
5292,柽,cheng
5293,啐,cui
5294,菪,dang
5295,嶝,deng
5296,腭,e
5297,嗝,ge
5298,剐,gua
5299,笏,hu
5300,蟥,huang
5301,戢,ji
5302,阄,jiu
5303,噘,jue
5304,撅,jue
5305,尻,kao
5306,贶,kuang
5307,辚,lin
5308,蜢,meng
5309,颞,nie
5310,忸,niu
5311,胼,pian
5312,阕,que
5313,竦,song
5314,焐,wu
5315,揠,ya
5316,邺,ye
5317,鳙,yong
5318,啁,zhou
5319,稹,zhen
5320,徵,zheng
5321,诌,zhou
5322,隹,zhui
5323,舨,ban
5324,哔,bi
5325,卟,bu
5326,伥,chang
5327,苌,chang
5328,鹚,ci
5329,箪,dan
5330,缍,duo
5331,锇,e
5332,蝮,fu
5333,诟,gou
5334,洄,hui
5335,浍,hui
5336,诨,hun
5337,犍,jian
5338,硷,jian
5339,噤,jin
5340,垲,kai
5341,郐,kuai
5342,椤,luo
5343,嫫,mo
5344,伲,ni
5345,脲,niao
5346,殍,piao
5347,噗,pu
5348,溱,qin
5349,箬,ruo
5350,厍,she
5351,钽,tan
5352,钍,tu
5353,恹,yan
5354,鬻,yu
5355,爰,yuan
5356,砦,zhai
5357,蓁,zhen
5358,胝,zhi
5359,颛,zhuan
5360,褙,bei
5361,鳊,bian
5362,邴,bing
5363,铖,cheng
5364,镫,deng
5365,腚,ding
5366,钭,tou
5367,颚,e
5368,鲂,fang
5369,悱,fei
5370,狒,fei
5371,佶,ji
5372,偈,ji
5373,堀,ku
5374,绔,ku
5375,醪,lao
5376,坜,li
5377,疠,li
5378,椋,liang
5379,犸,ma
5380,暝,ming
5381,佞,ning
5382,哝,nong
5383,瞟,piao
5384,荨,qian
5385,芩,qin
5386,逡,qun
5387,溽,ru
5388,裟,sha
5389,挲,suo
5390,抟,tuan
5391,暾,tun
5392,崦,yan
5393,芫,yuan
5394,荑,yi
5395,薏,yi
5396,莸,you
5397,欤,yu
5398,栀,zhi
5399,斫,zhuo
5400,镞,zu
5401,嗳,ai
5402,鸨,bao
5403,跸,bi
5404,骠,biao
5405,俦,chou
5406,谠,dang
5407,簟,dian
5408,棼,fen
5409,驸,fu
5410,掼,guan
5411,倨,ju
5412,橛,jue
5413,犒,kao
5414,邋,la
5415,耧,lou
5416,蝼,lou
5417,虻,meng
5418,铙,nao
5419,郫,pi
5420,汔,qi
5421,诮,qiao
5422,楸,qiu
5423,阒,qu
5424,绻,quan
5425,叁,san
5426,臊,sao
5427,钐,shan
5428,腧,shu
5429,闩,shuan
5430,菘,song
5431,阗,tian
5432,忝,tian
5433,橐,tuo
5434,翕,xi
5435,阋,xi
5436,踅,xue
5437,窨,xun
5438,鹬,yu
5439,鼋,yuan
5440,樾,yue
5441,錾,zan
5442,吒,zha
5443,旃,zhan
5444,弁,bian
5445,侪,chai
5446,坼,che
5447,蚩,chi
5448,嘬,chuai
5449,糍,ci
5450,骢,cong
5451,氐,di
5452,呃,e
5453,榧,fei
5454,玢,bin
5455,绋,fu
5456,蚨,fu
5457,钆,ga
5458,岣,gou
5459,菰,gu
5460,罟,gu
5461,嘏,gu
5462,埚,guo
5463,绗,hang
5464,嚯,huo
5465,藿,huo
5466,笄,ji
5467,袈,jia
5468,羯,jie
5469,肼,jing
5470,暌,kui
5471,啷,lang
5472,蒗,lang
5473,蜊,li
5474,獠,liao
5475,鬣,lie
5476,熳,man
5477,黾,mian
5478,乜,nie
5479,镆,mo
5480,怩,ni
5481,驽,nu
5482,旆,pei
5483,髂,qia
5484,仟,qian
5485,芡,qian
5486,谯,qiao
5487,恁,nin
5488,鳃,sai
5489,艄,shao
5490,莳,shi
5491,艏,shou
5492,趿,ta
5493,遢,ta
5494,鲐,tai
5495,醍,ti
5496,僮,tong
5497,氽,tun
5498,刎,wen
5499,芴,wu
5500,喑,yin
5501,墉,yong
5502,昀,yun
5503,箦,ze
5504,鄣,zhang
5505,摺,zhe
5506,钲,zheng
5507,贽,zhi
5508,缵,zuan
5509,鏊,ao
5510,锛,ben
5511,瓿,bu
5512,廛,chan
5513,瘳,chou
5514,亍,chu
5515,遄,chuan
5516,褡,da
5517,垌,dong
5518,椟,du
5519,酆,feng
5520,砩,fu
5521,桴,fu
5522,赙,fu
5523,坩,gan
5524,臌,gu
5525,曷,he
5526,跽,ji
5527,湫,qiu
5528,榉,ju
5529,黧,li
5530,猁,li
5531,钌,liao
5532,镏,liu
5533,缦,man
5534,殁,mo
5535,赧,nan
5536,埤,pi
5537,悭,qian
5538,缱,qian
5539,衾,qin
5540,鲭,qing
5541,铩,sha
5542,猞,she
5543,眚,sheng
5544,铈,shi
5545,谥,shi
5546,耜,si
5547,飕,sou
5548,饕,tao
5549,餮,tie
5550,骰,tou
5551,乇,tuo
5552,绾,wan
5553,鹇,xian
5554,鲞,xiang
5555,爻,yao
5556,蜴,yi
5557,镱,yi
5558,铟,yin
5559,莜,you
5560,祗,zhi
5561,濞,bi
5562,镔,bin
5563,逋,bu
5564,谄,chan
5565,谶,chen
5566,酲,cheng
5567,茺,chong
5568,樗,chu
5569,憷,chu
5570,莼,chun
5571,撺,cuan
5572,柢,di
5573,阏,e
5574,砜,feng
5575,垓,gai
5576,旰,gan
5577,妫,gui
5578,衮,gun
5579,嗥,hao
5580,郏,jia
5581,鞯,jian
5582,徼,jiao
5583,孓,jue
5584,钪,kang
5585,侉,kua
5586,夼,kuang
5587,跬,kui
5588,铼,lai
5589,嫘,lei
5590,蟊,mao
5591,茆,mao
5592,睨,ni
5593,怄,ou
5594,蹁,pian
5595,谝,pian
5596,嘌,piao
5597,綮,qi
5598,嫱,qiang
5599,筇,qiong
5600,犰,qiu
5601,穰,rang
5602,铷,ru
5603,筲,shao
5604,哂,shen
5605,炻,shi
5606,豕,shi
5607,秫,shu
5608,笥,si
5609,涑,su
5610,铊,ta
5611,帏,wei
5612,闱,wei
5613,鋈,wu
5614,舾,xi
5615,屣,xi
5616,狎,xia
5617,哓,xiao
5618,噫,yi
5619,璎,ying
5620,铕,you
5621,宥,you
5622,阈,yu
5623,豸,zhi
5624,辎,zi
5625,趑,zi
5626,龇,zi
5627,捌,ba
5628,秕,bi
5629,荜,bi
5630,愎,bi
5631,窆,bian
5632,镲,cha
5633,谗,chan
5634,踔,chuo
5635,苁,cong
5636,酢,zuo
5637,呔,tai
5638,聃,dan
5639,镦,dui
5640,屙,e
5641,鲱,fei
5642,鬲,ge
5643,膈,ge
5644,铪,ha
5645,醐,hu
5646,獾,huan
5647,鲩,huan
5648,虺,hui
5649,葭,jia
5650,牮,jian
5651,礓,jiang
5652,苴,ju
5653,讵,ju
5654,颏,ke
5655,裉,ken
5656,诳,kuang
5657,栌,lu
5658,氇,lu
5659,镙,luo
5660,哞,mou
5661,柰,nai
5662,袢,pan
5663,帔,pei
5664,睥,pi
5665,苤,pie
5666,嫔,pin
5667,笸,po
5668,氆,pu
5669,佥,qian
5670,箧,qie
5671,跫,qiong
5672,蚋,rui
5673,鲥,shi
5674,扌,ti
5675,狲,sun
5676,桫,suo
5677,溏,tang
5678,铽,te
5679,殄,tian
5680,脘,wan
5681,洧,wei
5682,肟,wo
5683,绡,xiao
5684,咻,xiu
5685,洫,xu
5686,癔,yi
5687,洇,yin
5688,嵛,yu
5689,磔,zhe
5690,胗,zhen
5691,肫,zhun
5692,赀,zi
5693,眦,zi
5694,吖,a
5695,瑷,ai
5696,埯,an
5697,畚,ben
5698,妣,bi
5699,飑,biao
5700,豳,bin
5701,髌,bin
5702,砗,che
5703,铳,chong
5704,楮,chu
5705,蔟,cu
5706,毳,cui
5707,锝,de
5708,堞,die
5709,疔,ding
5710,葑,feng
5711,缶,fou
5712,菔,fu
5713,疳,gan
5714,彀,gou
5715,胍,gua
5716,磙,gun
5717,顸,han
5718,薅,hao
5719,翮,he
5720,猢,hu
5721,怙,hu
5722,蒺,ji
5723,廑,jin
5724,妗,jin
5725,髁,ke
5726,醌,kun
5727,粝,li
5728,魉,liang
5729,旒,liu
5730,蝥,mou
5731,缗,min
5732,衲,na
5733,呸,pei
5734,醅,pei
5735,芘,pi
5736,蚍,pi
5737,圮,pi
5738,榀,pin
5739,萁,qi
5740,苘,qing
5741,逑,qiu
5742,诎,qu
5743,劬,qu
5744,蕖,qu
5745,朊,ruan
5746,剡,yan
5747,蟮,shan
5748,椹,zhen
5749,饣,shi
5750,酞,tai
5751,帑,tang
5752,葶,ting
5753,菟,tu
5754,魍,wang
5755,庑,wu
5756,葸,xi
5757,氙,xian
5758,谖,xuan
5759,鞅,yang
5760,狺,yin
5761,夤,yin
5762,嬴,ying
5763,瘿,ying
5764,饔,yong
5765,雩,yu
5766,鹆,yu
5767,橼,yuan
5768,赜,ze
5769,潴,zhu
5770,骓,zhui
5771,缁,zi
5772,诹,zou
5773,怍,zuo
5774,杓,shao
5775,艹,cao
5776,檫,cha
5777,媸,chi
5778,氚,chuan
5779,呲,ci
5780,殂,cu
5781,矬,cuo
5782,笪,da
5783,迨,dai
5784,纛,dao
5785,簦,deng
5786,玎,ding
5787,苊,e
5788,轭,e
5789,匚,qu
5790,鼢,fen
5791,呒,mu
5792,缑,gou
5793,诖,gua
5794,炅,gui
5795,鲧,gun
5796,唿,hu
5797,戽,hu
5798,鬟,huan
5799,恚,hui
5800,袷,jia
5801,瘕,jia
5802,枧,jian
5803,洚,jiang
5804,桕,jiu
5805,雎,ju
5806,蠲,juan
5807,剀,kai
5808,诓,kuang
5809,瘌,la
5810,镧,lan
5811,铑,lao
5812,鳓,le
5813,蓠,li
5814,呖,li
5815,跞,li
5816,裢,lian
5817,裣,lian
5818,埒,lie
5819,捩,lie
5820,鲮,ling
5821,熘,liu
5822,嵝,lou
5823,瘰,luo
5824,镘,man
5825,脒,mi
5826,腩,nan
5827,筢,pa
5828,耪,pang
5829,辔,pei
5830,牝,pin
5831,嘁,qi
5832,蛴,qi
5833,戗,qiang
5834,蛩,qiong
5835,巯,qiu
5836,悫,que
5837,葚,shen
5838,熵,shang
5839,绱,shang
5840,蛸,shao
5841,螫,shi
5842,毹,shu
5843,妁,shuo
5844,纟,jiao
5845,嗾,sou
5846,鳎,ta
5847,绨,ti
5848,粜,tiao
5849,菀,wan
5850,沩,wei
5851,鼯,wu
5852,牾,wu
5853,螅,xi
5854,顼,xu
5855,泶,xue
5856,蕈,xun
5857,鼹,yan
5858,繇,yao
5859,苡,yi
5860,悒,yi
5861,廴,jian
5862,吲,yin
5863,喁,yong
5864,卣,you
5865,牖,you
5866,笮,ze
5867,舴,ze
5868,罾,zeng
5869,棹,zhao
5870,鸷,zhi
5871,碡,zhou
5872,锕,a
5873,嗌,ai
5874,媪,ao
5875,龅,bao
5876,甏,beng
5877,箅,bi
5878,傧,bin
5879,啵,bo
5880,鹁,bo
5881,晡,bu
5882,氅,chang
5883,魑,chi
5884,篪,chi
5885,怛,da
5886,籴,di
5887,礅,dun
5888,蒽,en
5889,珥,er
5890,钫,fang
5891,绠,geng
5892,觚,gu
5893,鸹,gua
5894,涫,guan
5895,颃,hang
5896,篌,hou
5897,锪,huo
5898,蠖,huo
5899,乩,ji
5900,咭,ji
5901,赍,ji
5902,嵴,ji
5903,铗,jia
5904,湔,jian
5905,槿,jin
5906,赆,jin
5907,僦,jiu
5908,皲,Jun
5909,佧,ka
5910,箜,kong
5911,蒉,kui
5912,缧,lei
5913,酹,lei
5914,嘞,lei
5915,疬,li
5916,臁,lian
5917,膦,lin
5918,泷,long
5919,蒌,lou
5920,泺,luo
5921,荬,mai
5922,颟,man
5923,旄,mao
5924,泖,mao
5925,镅,mei
5926,蠓,meng
5927,冖,ping
5928,幂,mi
5929,耱,mo
5930,襻,pan
5931,鼙,pi
5932,攵,fan
5933,炝,qiang
5934,愀,qiao
5935,蘧,qu
5936,氍,qu
5937,犭,fan
5938,禳,rang
5939,桡,rao
5940,糁,shen
5941,馓,san
5942,酾,shai
5943,槊,shuo
5944,狻,suan
5945,锬,tan
5946,羰,tang
5947,鼗,tao
5948,鹈,ti
5949,畋,tian
5950,髫,tiao
5951,萜,tie
5952,堍,tu
5953,璺,wen
5954,怃,wu
5955,崤,xiao
5956,囟,xin
5957,睚,ya
5958,痖,ya
5959,菸,yan
5960,餍,yan
5961,徭,yao
5962,瘗,yi
5963,唷,yo
5964,圉,yu
5965,蜮,yu
5966,砟,zha
5967,谵,zhan
5968,澶,chan
5969,朕,zhen
5970,摭,zhi
5971,轵,zhi
5972,诼,zhuo
5973,笫,zi
5974,廒,ao
5975,聱,ao
5976,庳,bi
5977,髀,bi
5978,笾,bian
5979,龀,chen
5980,裎,cheng
5981,雠,chou
5982,蝽,chun
5983,腠,cou
5984,妲,da
5985,刂,ce
5986,铥,diu
5987,黩,du
5988,怼,dui
5989,沲,duo
5990,蘩,fan
5991,趺,fu
5992,苻,fu
5993,拊,fu
5994,阝,zuo
5995,鲋,fu
5996,戆,gang
5997,纥,ge
5998,哏,gen
5999,鲠,geng
6000,笱,gou
6001,瞽,gu
6002,庋,gui
6003,簋,gui
6004,刿,gui
6005,掴,guo
6006,猓,guo
6007,蚵,ke
6008,槲,hu
6009,觳,hu
6010,萑,huan
6011,癀,huang
6012,蟪,hui
6013,钬,huo
6014,虮,ji
6015,掎,ji
6016,鲣,jian
6017,囝,jian
6018,裥,jian
6019,踺,jian
6020,茳,jiang
6021,糨,jiang
6022,鹪,jiao
6023,狷,juan
6024,麇,Jun
6025,芤,kou
6026,刳,ku
6027,愦,kui
6028,髡,kun
6029,悃,kun
6030,缡,li
6031,鲡,li
6032,鳢,li
6033,奁,lian
6034,墚,liang
6035,尥,liao
6036,柃,ling
6037,胪,lu
6038,镥,lu
6039,脔,luan
6040,杩,ma
6041,劢,mai
6042,墁,man
6043,玟,min
6044,蝻,nan
6045,呶,nao
6046,搦,nuo
6047,湓,pen
6048,罴,pi
6049,蜱,pi
6050,俜,ping
6051,鲆,ping
6052,皤,po
6053,镨,pu
6054,槭,qi
6055,镪,qiang
6056,黢,qu
6057,洳,ru
6058,枘,rui
6059,芟,shan
6060,埏,shan
6061,渖,shen
6062,筮,shi
6063,殳,shu
6064,飧,sun
6065,溻,ta
6066,饧,tang
6067,樘,tang
6068,醣,tang
6069,酡,tuo
6070,圬,wu
6071,粞,xi
6072,觋,xi
6073,莶,xian
6074,霰,xian
6075,榍,xie
6076,薤,xie
6077,髹,xiu
6078,曛,xun
6079,疋,ya
6080,迓,ya
6081,衤,yi
6082,欹,yi
6083,佾,yi
6084,埸,yi
6085,霪,yin
6086,茚,yin
6087,鼬,you
6088,伛,yu
6089,瘵,zhai
6090,骣,chan
6091,畛,zhen
6092,卮,zhi
6093,轾,zhi
6094,彘,zhi
6095,觯,zhi
6096,锺,zhong
6097,邾,zhu
6098,槠,zhu
6099,谘,zi
6100,嵫,zi
6101,髭,zi
6102,蕞,zui
6103,犴,an
6104,鞴,bei
6105,畀,bi
6106,滗,bi
6107,煸,bian
6108,褊,bian
6109,冫,liang
6110,孛,bo
6111,羼,chan
6112,耖,chao
6113,褫,chi
6114,彳,chi
6115,艟,chong
6116,辶,zou
6117,茈,zi
6118,璁,cong
6119,爨,cuan
6120,榱,cui
6121,萏,dan
6122,坫,dian
6123,鸫,dong
6124,篼,dou
6125,簖,duan
6126,裰,duo
6127,哚,duo
6128,蹯,fan
6129,瀵,fen
6130,怫,fu
6131,陔,gai
6132,筻,gang
6133,廾,nong
6134,蛄,gu
6135,绲,gun
6136,崞,guo
6137,蜾,guo
6138,盍,he
6139,荭,hong
6140,黉,hong
6141,糇,hou
6142,骺,hou
6143,後,hou
6144,鲎,hou
6145,煳,hu
6146,鹕,hu
6147,冱,hu
6148,瓠,hu
6149,逭,huan
6150,漶,huan
6151,耠,huo
6152,镬,huo
6153,齑,ji
6154,殛,ji
6155,鲚,ji
6156,跏,jia
6157,蛱,jia
6158,搛,jian
6159,缣,jian
6160,鹣,jian
6161,僬,jiao
6162,噍,jiao
6163,衿,jin
6164,缂,ke
6165,喾,ku
6166,狯,kuai
6167,纩,kuang
6168,栝,gua
6169,蛞,kuo
6170,稂,lang
6171,塄,leng
6172,嫠,li
6173,詈,li
6174,蠊,lian
6175,鹩,liao
6176,躐,lie
6177,鹨,liu
6178,簏,lu
6179,膂,lv
6180,脶,luo
6181,嬷,mo
6182,昴,mao
6183,瞀,mao
6184,浼,mei
6185,艨,meng
6186,祢,mi
6187,縻,mi
6188,蘼,mi
6189,芈,mi
6190,糸,jiao
6191,宀,bao
6192,眄,mian
6193,鹋,miao
6194,杪,miao
6195,咩,mie
6196,愍,min
6197,麽,me
6198,瘼,mo
6199,鍪,mou
6200,硇,nao
6201,猱,nao
6202,茑,niao
6203,脬,pao
6204,蟛,peng
6205,貔,pi
6206,仳,pi
6207,犏,pian
6208,钋,po
6209,芑,qi
6210,葜,qia
6211,愆,qian
6212,锓,qin
6213,蠼,qu
6214,筌,quan
6215,鬈,quan
6216,蚺,ran
6217,荛,rao
6218,埽,sao
6219,潲,shao
6220,诜,shen
6221,埘,shi
6222,弑,shi
6223,嗍,suo
6224,蒴,shuo
6225,鸶,si
6226,缌,si
6227,澌,si
6228,姒,si
6229,蔌,su
6230,睃,suo
6231,缇,ti
6232,梃,ting
6233,彖,tuan
6234,鼍,tuo
6235,芄,wan
6236,隈,wei
6237,鲔,wei
6238,硪,wo
6239,忤,wu
6240,痦,wu
6241,欷,xi
6242,僖,xi
6243,醯,xi
6244,鼷,xi
6245,跣,xian
6246,枵,xiao
6247,忄,shu
6248,擤,xing
6249,勖,xu
6250,痃,xuan
6251,碹,xuan
6252,谳,yan
6253,轺,yao
6254,铘,ye
6255,圯,yi
6256,纡,yu
6257,窬,yu
6258,窳,yu
6259,饫,yu
6260,蓣,yu
6261,瀹,yue
6262,趱,zan
6263,驵,zang
6264,缯,zeng
6265,揸,zha
6266,笊,zhao
6267,絷,zhi
6268,跖,zhi
6269,舯,zhong
6270,螽,zhong
6271,籀,zhou
6272,舳,zhu
6273,粢,zi
6274,驺,zou
6275,陬,zou
6276,阼,zuo
6277,揞,an
6278,菝,ba
6279,魃,ba
6280,癍,ban
6281,鹎,bei
6282,坌,ben
6283,狴,bi
6284,萆,bi
6285,嬖,bi
6286,襞,bi
6287,碥,bian
6288,髟,biao
6289,鳔,biao
6290,醭,bu
6291,螬,cao
6292,馇,zha
6293,虿,chai
6294,瘥,chai
6295,惝,chang
6296,怊,chao
6297,鸱,chi
6298,螭,chi
6299,瘛,chi
6300,帱,dao
6301,徂,cu
6302,汆,cuan
6303,脞,cuo
6304,瘅,dan
6305,忉,dao
6306,羝,di
6307,睇,di
6308,瓞,die
6309,鲽,die
6310,岽,dong
6311,胨,dong
6312,芏,du
6313,佴,er
6314,燔,fan
6315,偾,fen
6316,稃,fu
6317,郛,fu
6318,莩,piao
6319,幞,fu
6320,澉,gan
6321,槔,gao
6322,袼,ge
6323,搿,ge
6324,茛,gen
6325,鞲,gou
6326,觏,gou
